Maintaining Region,Owning Region,County,Municipality,Device Number,Main Route,Intersecting Route,Location,Device Type,Device Purpose,Device Priority,Maintenance Responsibility,Latitude (UTM Y [Meters]),Longitude (UTM X [Meters])
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,125,US 009,Northern Blvd,US Rte 9 (Loudon Rd) @ LARK_DOVE SB ramp,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4725605.526,602639.7291
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,129P,US 020,Twenty Mall,US Rte 20 (Western Ave) @ TWENTY MALL,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4727981.16,590558.68
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,60,US 020,Schoolhouse Rd,US Rte 20 (Western Ave) @ SCHOOLHOUSE RD & DRWY,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726239.161,594791.569
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,142FS,US 020,Guilderland FH,US Rte 20 (Western Ave) @ GUILDERLAND  FH,3-COLOR SIGNAL,EMERGENCY,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728554.337,589134.4774
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,160,NY 912G,South Mal Art,GRAND ST (912G) @ PHILLIPS ST (also 159),3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722414.019,602037.0198
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,254 L30,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L30 (SW) 250W,STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722758.158,594839.8801
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,72,NY 005,NY 155,Rte 5 (Central Ave) @ Rte 155 (New Karner Rd),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731751.964,594154.869
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,253,South Pearl St,Hudson Ave,SOUTH PEARL @ HUDSON AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722471.921,602145.0516
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,113,NY 002,Kmart,Rte 2 @ K-MART,3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732548.266,603803.6559
01 - Albany,01 - Albany,ALBANY,MENANDS-VILLAGE,12.1,NY 032,Menands Rd,Rte 32 (Broadway) @ MENANDS RD & FRONTAGE RD,3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727683.3,604646.9078
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,125.1,US 009,Northern Blvd,US Rte 9 (Loudon Rd) @ LARK_DOVE NB ramp,3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4725544.385,602591.4195
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,56,US 020,NY 910F,US Rte 20 (Western Ave) @ Rte 910F (Fuller Rd Alt)(also 60),3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726299.74,594649.07
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,90,I 087,Wolf Rd,I-Rte 87 EXIT 4 NB OFF Ramp @ WOLF RD (910B) (also 89),3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731151.93,598556.87
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,175,NY 910D,Springsteen Rd,WASHINGTON AVE EXT (910D) @ SPRINGSTEEN & X-GATES COMMONS,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727708.69,594207.72
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,83,NY 032,NY 335,Rte 32 (Delmar By-Pass) WB @ RTE 335 (Elesmer Ave),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717962.98,596857.56
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,137FS,US 020,McKownville FH,US Rte 20 (Western Ave) @ MCKOWNVILLE  FH,3-COLOR SIGNAL,EMERGENCY,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4725927.349,595541.2383
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,198,US 009,Fonda Rd,US Rte 9 @ FONDA RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4739205.61,603551.9699
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,205,NY 085A,NY 156,Rte 85A @ RTE 156,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722415.9,587293.2
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,211,US 020,NY 397,US Rte 20 (Western Ave) @ RTE 397,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732363.26,580698.3203
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,28,NY 085,Kenwood Ave,Rte 85 @ KENWOOD AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720260.4,593014.9701
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,35FS,NY 005,Fuller Rd FH,Rte 5 (Central Ave) @ FULLER RD FH (also 21),3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728540.488,596932.503
01 - Albany,01 - Albany,ALBANY,MENANDS-VILLAGE,63,NY 377,Wards Ln,Rte 377 @ WARDS LANE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726778.93,603134.7499
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,71,NY 005,Lishakill Rd,Rte 5 (Central Ave) @ LISHAKILL RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733779.97,592399.8899
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,101 L5,NY 085,NY 140,Rte 85 @ Rte 140  ROUND ABOUT LIGHTING L5 (W) 250W (also L4),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721163.193,593750.1806
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,254 L28,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L28 (NW) 250W (also L30),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722728.158,594819.8801
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,181P,NY 005,Colonie Plaza,Rte 5 (Central Ave) @ COLONIE PLAZA,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4731990.28,593948.65
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,166,US 020,Crossgates Mall,US Rte 20 (Western Ave) @ CROSSGATES MALL,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726559.04,594026.9602
01 - Albany,01 - Albany,ALBANY,WATERVLIET-CITY,4N,NY 002,Congress St Br Nav Lights,Rte 2 @ CONGRESS STREET BR. NAVIGATION LIGHT NORTH SIDE,NAVIGATION LIGHTS,NAVIGATION LIGHTS,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731518.292,606655.9386
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,168,US 009W,T-Way Athority Bld,US Rte 9W (Southern Blvd) @ THRUWAY AUTHORITY BLD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720425.475,600325.873
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,209 L6,NY 085A,NY 155,Rte 85A @ RTE 155 ROUND ABOUT LIGHTING L6 (SW) 250W (also L8),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722435.383,588423.2991
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,64,NY 443,Normanskill Blvd,Rte 443 (Delaware Ave) @ NORMANSKILL BLVD & DELMAR PLAZA,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720288.23,597428.6599
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,67,US 020,Johnston Rd,US Rte 20 (Western Ave) @ JOHNSTON RD & RAPP RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726814.73,593421.43
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,70,NY 005,Locust Park,Rte 5 (Central Ave) @ LOCUST PK & JUPITER LN,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4730392.79,595325.47
01 - Albany,01 - Albany,ALBANY,COYMANS-TOWN,75SP,US 009W,Ravena Coeymans HS,US Rte 9W @ RAVENA COEYMANS SCHOOL,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4705719.371,596881.2796
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,78,NY 005,Colonie Center,Rte 5 (Central Ave) @ Colonie Center & Northway Mall West Dr,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728956.919,596573.5189
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,80,NY 002,Delatour Rd,Rte 2 @ DELATOUR RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732531.36,603877.5493
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,86,US 020,SUNY,US Rte 20 (Western Ave) @ SUNYA,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4725686.902,596117.222
01 - Albany,01 - Albany,ALBANY,MENANDS-VILLAGE,9,NY 032,Wards Ln,Rte 32 (Broadway) @ WARDS LANE & PRIVATE DRWY,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726450.55,603961.96
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,92,I 087,NY 155,I-Rte 87 EXIT 5 NB Ramp @ RTE 155 & HOLLY LN,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732459.81,599845.5485
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,98,NY 155,Washington Ave Ext,Rte 155 (Karner Rd) & MADISON AVE @ WASHINGTON AVE EXT,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4729524.63,592415.68
01 - Albany,01 - Albany,ALBANY,WATERVLIET-CITY,9A,NY 002,NY 032,Rte 2 @ Rte 32,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731659.66,606301.83
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,23,US 009W,Corning Hill Rd,US Rte 9W (Southern Blvd) @ CORNING HILL RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4719443.959,600192.311
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,29,NY 335,NY 443,Rte 335 (Elsmere Ave ) @ RTE 443 (Delaware Ave),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4719994.92,596643.35
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,19B,I 787 NB,US 20 WB Ramp,Rte I-787 NB @ RTE 20 WB Ramp Exit 4,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721722.206,602302.3913
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,203,NY 146,Fuller Staion Rd,RET 146 (Carmen Rd) @ FULLER STATION & COONS RD.,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733076.4,586562.23
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,218,NY 032,Kenwood Ave,Rte 32 (Delmar By-Pass)  @ KENWOOD AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4718888.15,598920.7901
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,254 L27,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L27 (N) 250W (also L30),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722428.158,594419.8801
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,254 L29,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L29 (W) 400W (also L30),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722748.158,594829.8801
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,254 L32,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L32 (SE) 250W (also L30),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722758.158,594839.8801
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,254 L33,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L33 (E) 400W (also L30),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722753.158,594835.8801
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,101 L3,NY 085,NY 140,Rte 85 @ Rte 140 ROUND ABOUT LIGHTING L3 (S) 250W (also L4),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721113.799,593782.3382
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,101 L8,NY 085,NY 140,Rte 85 @ Rte 140  ROUND ABOUT LIGHTING L8 (NE) 400W (also L4),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721158.305,593817.3256
01 - Albany,01 - Albany,ALBANY,MENANDS-VILLAGE,11,NY 032,Brookside Ave,Rte 32 (Broadway) @ BROOKSIDE AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727384.48,604474.69
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,110,NY 085,New Scotland Ave,Rte 85 @ NEW SCOTLAND AVE & MAHAR RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721924.377,594209.8473
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,112,NY 912G,South Pearl St,DUNN BR WB OFF Ramp (Rte 912G) @ S. PEARL,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722410.35,602127.7605
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,123,NY 335,Kenwood Ave,Rte 335 (Elsmere Ave) @ KENWOOD AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4719485.239,596739.2856
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,130,NY 007,Mill Rd,Rte 7 @ Mill Rd,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4735159.701,598471.0591
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,139,US 009,Kunker Ave,US Rte 9 @ KUNKER AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733060.307,601339.4094
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,14B,NY 910F,,FULLER RD. ALT. (910F) SB.,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726464.483,594684.5246
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,161,US 020,Parkwood St,US Rte 20 (Western Ave) @ PARKWOOD & 1450 WESTERN AV,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726017.64,595321.19
01 - Albany,01 - Albany,ALBANY,GREEN ISLAND-TOWN,162,Green Island Draw Br,Albany St,GREEN ISLAND BRIDGE @ ALBANY ST & HUDSON AVE.,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732450.548,606866.8094
01 - Albany,01 - Albany,ALBANY,GREEN ISLAND-TOWN,165,Green Island Draw Br,,GREEN ISLAND DRAWBRIDGE,FLASHER,SPECIAL PURPOSE,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732293.667,607222.5407
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,171,NY 032,Tibbits Ave,Rte 32 (Broadway) @ TIBBITS AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733868.28,606334.82
01 - Albany,01 - Albany,ALBANY,WESTERLO-TOWN,176,NY 032,CR 405,Rte 32 @ CR 405 (Jennings Rd),FLASHER,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4699388.56,580903.87
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,177,NY 155,Fiddlers Ln,Rte 155 @ FIDDLERS LANE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731622.28,602668.3601
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,178,I 087,NY 155,I-Rte 87 EXIT 4 SB OFF Ramp @ RTE 155 (Old Wolf Rd),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731762.111,598788.57
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,187P,US 009,Newton Plaza,US Rte 9 @ NEWTON PLAZA,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4731389.05,601488.2278
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,191,US 009W,Bender Ln,US Rte 9W @ BENDER LN & FARM FAMILY,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717809.25,599223.1602
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,2,NY 140,NY 443,Rte 140 (Kenwood Ave)  @ RTE 443 (Delaware Ave) & PADDOCK PL,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4719521.139,595707.5905
01 - Albany,01 - Albany,ALBANY,WESTERLO-TOWN,204,NY 085,CR 001,Rte 85 @ CR 1(Switzkill Rd),FLASHER,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4709711.15,575880.37
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,208,NY 005,Nicholes Dr,Rte 5 (Central Ave) @ NICHOLAS DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4729738.66,595891.6605
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,212,NY 155,Doorstone Dr,Rte 155 @ DOORSTONE DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732390.642,600681.2511
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,213,US 009,Bought Rd Baseball Complex,US Rte 9 BOUGHT BASEBALL COMPLEX,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4738168.639,603195.4911
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,214,US 009,Lawrence St,US Rte 9 @ COLONIE EMS & LAWRENCE ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4736700.349,602170.03
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,219,NY 910B,Marcus Blvd,WOLF RD (910B) @ MARCUS BLVD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4730868.648,598271.9192
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,220,NY 032,Bender Ln,Rte 32 (Delmar By-Pass) EB @ BENDER LN,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4718515.138,597615.089
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,222P,Albany Shaker Rd,Delassondro,ALBANY SHAKER RD @ DELASSONDRO & HERITAGE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4733108.898,597095.2766
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,226,NY 378,Schuyler Rd,Rte 378 @ SCHUYLER ROAD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728285.191,603025.9493
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,22B,I 787 SB,Clinton Ave,Rte I-787 SB @ CLINTON AVE.,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4723443.19,603037.2715
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,232,NY 910A,Murry Rd,FEURA BUSH RD (910A) @ MURRY ROAD & HASGATE DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717043.871,596550.7081
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,237 L15,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L15 (S) 250W (also L16),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721629.864,593741.9482
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,240 L3,NY 155,Old Wolf Rd,Route 155 @ Old Wolf Road roundabout lighting L3 (NE) 250W,STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732529.544,599057.8796
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,241,NY 007,Wade Rd,Rte 7 @ Wade Road ITS CAMERA,ITS LOCATIONS,ITS CAMERA LOCATION,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4734469.478,600128.4749
