Maintaining Region,Owning Region,County,Municipality,Device Number,Main Route,Intersecting Route,Location,Device Type,Device Purpose,Device Priority,Maintenance Responsibility,Latitude (UTM Y [Meters]),Longitude (UTM X [Meters])
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L74,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L74 N side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L8,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L8 S side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L85,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L85 N side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,262 LU4,Washington Ave Ext,Fuller Rd,Rte I90 @ Fuller Road UNDER BRIDGE LIGHTING LU4 (CENTER W) 250W (also LU1),STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727497.83,595812.228
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,266 L4,NY 002,NY 009,Rte 2 @ Rte 9 ROUND ABOUT LIGHTING L4  ESE 250W (also L5),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733552.631,601419.0551
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,33B,I 087 SB,I 087 SB Rollover Sign,I-Rte 87 SB truck reduce speed sign (2nd one heading SB),BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728268.61,595405.7285
01 - Albany,01 - Albany,SARATOGA,GALWAY-TOWN,3SB,NY 147,Galway HS,Rte 147 @ GALWAY HIGH SCHOOL SSL 25,BEACON,SIGN,SELECTIVE RESPONSE 3,PRIVATE ( PERMIT ),4763842.329,578853.2623
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,35B,I 087 SB,I 087 SB Rollover Sign,I-Rte 87 SB rollover sign (3rd one heading SB),BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728268.514,595405.7182
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,40B,NY 146,Altamont FH,Rte 146 @ ALTAMONT FH,BEACON,STANDARD,SELECTIVE RESPONSE 3,LOCAL PUBLIC BODY ( PERMIT ),4728325.16,579912.8753
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,68FS,US 020,Ardsley Rd,US Rte 20 (Western Ave) @ ARDSLEY RD &  WESTMERE FH,3-COLOR SIGNAL,EMERGENCY,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726884.811,593248.4166
01 - Albany,01 - Albany,SARATOGA,WATERFORD-VILLAGE,238,NY 009N,,MAST ARM TEMP SIGNAL # 1 (pair),3-COLOR SIGNAL,TEMPORARY SIGNAL,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4738662.619,607378.4015
01 - Albany,01 - Albany,ESSEX,ESSEX-TOWN,11SB,NY 028N,Newcomb Central School,Rte 28N @ NEWCOMB CENTRAL SCHOOL,BEACON,STANDARD,SELECTIVE RESPONSE 3,PRIVATE ( PERMIT ),4869092.588,568039.1382
01 - Albany,01 - Albany,GREENE,JEWETT-TOWN,39,NY 296,CR 83,Rte 296 @ CR 23C (Beachs Corners),FLASHER,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4678105.03,561883.2979
01 - Albany,01 - Albany,GREENE,WINDHAM-TOWN,4,NY 296,CR 065,Rte 296 @ CR 65,FLASHER,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4682346.051,564526.6198
01 - Albany,01 - Albany,RENSSELAER,HOOSICK FALLS-VILLAGE,21,NY 022,John St,Rte 22 (John St) @ Rte 22 (Main St),FLASHER,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4751184.121,634655.399
01 - Albany,01 - Albany,SARATOGA,ROUND LAKE-VILLAGE,136 L1,US 009,NY 067,Rte 67 @ Luther Forest Bvld.  roundabout lighting L1 (NW) (also L3),STREET LIGHT,ROUND ABOUT,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4755522.367,599385.7853
01 - Albany,01 - Albany,SARATOGA,MALTA-TOWN,19 L20,US 009,NY 067,Rte 9 @ Rte 67 (N)roundabout lighting L20 (SE) 400W (also L17),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4758305.688,598450.5211
01 - Albany,01 - Albany,SARATOGA,MECHANICVILLE-CITY,2N,NY 067,Mechanicville Br Nav Lights,Rte 67 @ MECHANICVILLE BR. NAVIGATION LIGHT,NAVIGATION LIGHTS,NAVIGATION LIGHTS,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4751157.865,607552.2285
01 - Albany,01 - Albany,SARATOGA,WATERFORD-VILLAGE,71FS,NY 032,Peck FH,Rte 32 (Saratoga Ave) @ PECK FH,3-COLOR SIGNAL,EMERGENCY,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4737765.07,606757.9634
01 - Albany,01 - Albany,SARATOGA,SOUTH GLENS FALLS-VILLAGE,85,US 009,W Marion Ave,Rte 9 @ WEST MARION AVE,FLASHER,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4794495.61,610626.4602
01 - Albany,01 - Albany,SCHENECTADY,SCOTIA-VILLAGE,111 L14,NY 005,NY 005,"Rte 5 @ Western Gateway Bridge, BRIDGE LIGHTING L14 N side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4741336.612,585375.2391
01 - Albany,01 - Albany,SCHENECTADY,ROTTERDAM JUNCTION-HAMLET,112 L5,NY 103,NY 005,"Rte 103 @ Lock 9 Bridge, BRIDGE LIGHTING L5 (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4747728.319,578192.0179
01 - Albany,01 - Albany,SCHENECTADY,REXFORD-HAMLET,1N,NY 146,Rexford Br Nav Lights,Rte 146 @ REXFORD BR. NAVIGATION LIGHT,NAVIGATION LIGHTS,NAVIGATION LIGHTS,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4744789.678,590862.0649
01 - Albany,01 - Albany,WARREN,HAGUE-TOWN,1B,NY 009N,The Hague,Rte 9N NB RM 1419 @ THE HAGUE (curve warning),BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4845375.139,621895.8343
01 - Albany,01 - Albany,WARREN,WARRENSBURGH-TOWN,59,US 009,NY 028,Rte 9 @ Rte 28,FLASHER,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4820760.18,597324.0898
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,209 L4,NY 085A,NY 155,Rte 85A @ RTE 155 ROUND ABOUT LIGHTING L4 (E) 100W (also L8),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722417.699,588461.8817
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,237 L10,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L10 (NW) 400W (also L16),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721659.706,593702.8446
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,23B,NY 085A,RR-Overpass,Rte 85A WB @ RR OVERPASS,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722453.145,588255.0669
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L22,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L22 (NNE) 250W (also L12),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727632.814,595909.6783
01 - Albany,01 - Albany,ALBANY,WATERVLIET-CITY,259 L1,NY 002,NY 002,"Rte 2, Congress St Bridge, BRIDGE LIGHTING L1 S side",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731638.543,606321.5018
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L19,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L19 S side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L24,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L24 S side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,SCHENECTADY,NISKAYUNA-TOWN,108,NY 005,Mansion Blvd,Rte 5 @ MANSION BLVD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4736262.432,590286.2135
01 - Albany,01 - Albany,WARREN,LAKE GEORGE-TOWN,62,US 009,Prosser Rd,Rte 9 @ PROSSER RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4815748.401,600308.76
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,266 L1,NY 002,NY 009,Rte 2 @ Rte 9 ROUND ABOUT LIGHTING L1 WSW 250W (also L8),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733581.592,601365.0534
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,266 L2,NY 002,NY 009,Rte 2 @ Rte 9 ROUND ABOUT LIGHTING L2 SSW 250W (also L8),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733569.704,601370.7444
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,266 L3,NY 002,NY 009,Rte 2 @ Rte 9 ROUND ABOUT LIGHTING L3 SSE 250W (also L5),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733550.481,601411.5935
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,266 L6,NY 002,NY 009,Rte 2 @ Rte 9 ROUND ABOUT LIGHTING L6 NNE 250W (also L5),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733609.035,601436.0017
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,266 L7,NY 002,NY 009,Rte 2 @ Rte 9 ROUND ABOUT LIGHTING L7 NNW 250W (also L8),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733626.488,601395.4056
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,266 L8,NY 002,NY 009,Rte 2 @ Rte 9 ROUND ABOUT LIGHTING L8 WNW 250W,STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733623.452,601383.5177
01 - Albany,01 - Albany,SCHENECTADY,SCOTIA-VILLAGE,111 L23,NY 005,NY 005,"Rte 5 @ Western Gateway Bridge, BRIDGE LIGHTING L23 N side ground mounted (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4741040.799,585577.4991
01 - Albany,01 - Albany,SCHENECTADY,SCOTIA-VILLAGE,111 L24,NY 005,NY 005,"Rte 5 @ Western Gateway Bridge, BRIDGE LIGHTING L24 N side ground mounted (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4740977.899,585618.5209
01 - Albany,01 - Albany,SCHENECTADY,ROTTERDAM JUNCTION-HAMLET,112 L1,NY 103,NY 005,"Rte 103 @ Lock 9 Bridge, BRIDGE LIGHTING L1",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4747608.207,578107.4543
01 - Albany,01 - Albany,SCHENECTADY,ROTTERDAM JUNCTION-HAMLET,112 L2,NY 103,NY 005,"Rte 103 @ Lock 9 Bridge, BRIDGE LIGHTING L2 (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4747638.367,578127.7665
01 - Albany,01 - Albany,SCHENECTADY,ROTTERDAM JUNCTION-HAMLET,112 L3,NY 103,NY 005,"Rte 103 @ Lock 9 Bridge, BRIDGE LIGHTING L3 (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4747668.351,578149.1836
01 - Albany,01 - Albany,SCHENECTADY,ROTTERDAM JUNCTION-HAMLET,112 L4,NY 103,NY 005,"Rte 103 @ Lock 9 Bridge, BRIDGE LIGHTING L4 (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4747700.476,578170.6008
01 - Albany,01 - Albany,SCHENECTADY,ROTTERDAM JUNCTION-HAMLET,112 L6,NY 103,NY 005,"Rte 103 @ Lock 9 Bridge, BRIDGE LIGHTING L6 (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4747754.019,578211.2933
01 - Albany,01 - Albany,SCHENECTADY,ROTTERDAM JUNCTION-HAMLET,112 L7,NY 103,NY 005,"Rte 103 @ Lock 9 Bridge, BRIDGE LIGHTING L7 (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4747786.145,578228.4271
01 - Albany,01 - Albany,SCHENECTADY,GLENVILLE-TOWN,113 L1,NY 914V,Maple Ave,Glenridge Rd (914V) @ Maple Ave ROUND ABOUT LIGHTING L1 (SE) 400W,STREET LIGHT,ROUND ABOUT,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4746608.725,589389.3245
01 - Albany,01 - Albany,SCHENECTADY,GLENVILLE-TOWN,113 L2,NY 914V,Maple Ave,Glenridge Rd (914V) @ Maple Ave ROUND ABOUT LIGHTING L2 (SW) 400W (also L1),STREET LIGHT,ROUND ABOUT,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4746715.808,589363.5115
01 - Albany,01 - Albany,SCHENECTADY,GLENVILLE-TOWN,113 L3,NY 914V,Maple Ave,Glenridge Rd (914V) @ Maple Ave ROUND ABOUT LIGHTING L3 (SW) 400W (also L1),STREET LIGHT,ROUND ABOUT,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4746706.128,589227.9934
01 - Albany,01 - Albany,RENSSELAER,EAST GREENBUSH-TOWN,108 L1,US 004,Mannix Rd,Route 4 @  Mannix Rdroundabout lighting L1 (NEE) 250W  (also L6),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720672.434,606550.855
01 - Albany,01 - Albany,RENSSELAER,EAST GREENBUSH-TOWN,108 L2,US 004,Mannix Rd,Route 4 @  Mannix Rdroundabout lighting L2 (NE) 400W  (also L6),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720706.389,606531.9916
01 - Albany,01 - Albany,RENSSELAER,EAST GREENBUSH-TOWN,108 L3,US 004,Mannix Rd,Route 4 @  Mannix Rd roundabout lighting L3 (NNE) 250W  (also L6),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4719380.171,606448.3885
01 - Albany,01 - Albany,RENSSELAER,EAST GREENBUSH-TOWN,108 L4,US 004,Mannix Rd,Route 4 @  Mannix Rd roundabout lighting L4 (NW) 400W  (also L6),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720747.888,606528.2189
01 - Albany,01 - Albany,RENSSELAER,EAST GREENBUSH-TOWN,108 L5,US 004,Mannix Rd,Route 4 @  Mannix Rd roundabout lighting L5 (SWW) 250W  (also L6),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720661.116,606441.4475
01 - Albany,01 - Albany,RENSSELAER,EAST GREENBUSH-TOWN,108 L7,US 004,Mannix Rd,Route 4 @  Mannix Rd roundabout lighting L7 (SSE) 250W  (also L6),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720615.844,606550.855
01 - Albany,01 - Albany,RENSSELAER,EAST GREENBUSH-TOWN,108 L8,US 004,Mannix Rd,Route 4 @  Mannix Rdroundabout lighting L8 (SEE) 400W  (also L6),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720630.935,606577.2637
01 - Albany,01 - Albany,SARATOGA,HALFMOON-TOWN,140,NY 146,Covington Dr,Route 146 @ Vosburgh Rd &Covington Dr,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4746428.31,600859.8897
01 - Albany,01 - Albany,SARATOGA,STILLWATER-VILLAGE,11B2,NY 009N,Stillwater Central School,Rte 4 & 32 @ STILLWATER CENTRAL SCHOOL SSL 20 SB,BEACON,STANDARD,SELECTIVE RESPONSE 3,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4756135.389,610753.6561
01 - Albany,01 - Albany,SCHENECTADY,ROTTERDAM JUNCTION-HAMLET,15B,NY 005S,Ped Xing,Rte 5S @ PED X-ING,BEACON,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4745063.899,579644.7691
01 - Albany,01 - Albany,SARATOGA,MECHANICVILLE-CITY,2A,US 004,Park Ave,Rte 4 & 32 (Central Ave) @ PARK AVE (also 3A),3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4750904.289,607127.3998
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,61,NY 007,I 087 NB,Rte 7 @ I-Rte 87 Exit 6 SPUI,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4734131.43,600742.97
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,104,I 087,Albany Shaker Rd,I-Rte 87 EXIT 4 SB ON Ramp @ Albany Shaker,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731387.97,598519.77
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,117 L19,NY 085,Blessing Rd,Rte 85 @ BLESSING RD roundabout lighting L19 (N) 250W,STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722515.87,594418.801
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,184,NY 005,Red Fox,Rte 5 (Central Ave) @ RED FOX DR & LANCI LN,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4730848.85,594932.0102
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,194,NY 443,Van Dyke Rd,Rte 443 (Delaware Ave) @ VAN DYKE RD  & LONG MEADOW DR.,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4718451.31,593593.86
01 - Albany,01 - Albany,ALBANY,RAVENA-VILLAGE,22,US 009W,NY 143,US Rte 9W @ RTE 143 & WENDEL ST & RITE AID,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4702458.53,597323.4299
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,235,NY 155,Doc Shaw Rd,Rte 155 @ DOC SHAW RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4726157.148,589874.8089
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,254 L31,NY 085,Blessing Rd,Rte 85 @ VISTA BLVD ROUNDABOUT LIGHTING L31 (S) 250W (also L30),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722768.158,594859.8801
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,26,NY 146,CR 202,Rte 146 @ CR 202 (Meadowdale Rd) & SCHOOL RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728335.78,584700.41
01 - Albany,01 - Albany,ESSEX,LAKE PLACID-VILLAGE,1BS,NY 086,Lake Placid School,Rte 86 @ LAKE PLACID JR & SR HIGH SCHOOL,BEACON,STANDARD,SELECTIVE RESPONSE 3,PRIVATE ( PERMIT ),4903685.699,581184.6189
01 - Albany,01 - Albany,GREENE,CAIRO-TOWN,33.1,NY 023,Ross Ruland Rd,Rte 23 @ ROSS RULAND RD,3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4680820.642,585843.2179
01 - Albany,01 - Albany,RENSSELAER,NORTH GRENBUSH-TOWN,31,US 004,NY 136,Rte 4 @ Rte 136 (Willams Rd) & GLENMORE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727459.6,607558.49
01 - Albany,01 - Albany,RENSSELAER,BRUNSWICK-TOWN,80,NY 007,Brunswick Dr,Rte 7 @ BRUNSWICK DR & WAL-MART,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733585.279,611305.9385
01 - Albany,01 - Albany,RENSSELAER,PITTSTOWN-TOWN,91,NY 007,CR 111,Rte 7 @ CR 111( Parker School Rd),FLASHER,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4743529.129,623806.5104
01 - Albany,01 - Albany,SARATOGA,WILTON-TOWN,117,NY 050,CR 33,Rte 50 @ CR 33 (Ballard Rd) & TAYLOR RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4778665.168,607205.0297
01 - Albany,01 - Albany,SARATOGA,ROUND LAKE-VILLAGE,136 L3,US 009,NY 067,Rte 67 @ Luther Forest Bvld.  roundabout lighting L3 (E),STREET LIGHT,ROUND ABOUT,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4755492.348,599423.6157
01 - Albany,01 - Albany,SARATOGA,ROUND LAKE-VILLAGE,130 L3,NY 911U,NY 915J,"Rte 915J, Round Lake Bypass @ Curry Road,  roundabout lighting L3 (SE) 400W (also L1)",STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4754519.471,597658.7906
